Material No,Price,BQ No,Quantity
230SWH960S,"29,907.00",7,7
230SZJ900S,"12,661.00",5,4
250SZN900S,"21,309.00",3,0
252SVE860S,"18,091.00",24,4
600086000S,"25,353.00",270,270
600SST920S,"28,118.00",11,0
108STR780S,"12,227.00",20,20
0SZN910ZAS,"17,499.00",4,4
0SZN910ZCS,"14,984.00",4,0
0SZN910ZES,"13,334.00",5,4
0SZN910ZFS,"11,854.00",2,0
100198730S,"26,683.00",68,48
0AACH40ZAS,"17,935.00",1,0
0AAEH00ZGS,"17,132.00",4,4
0SCC830ZCS,"18,975.00",10,4
0SCC830ZGS,"23,463.00",2,2
0SCC830ZHS,"26,439.00",1,1
0SCC940ZAS,"25,575.00","1,118",980
0SCC940ZBS,"14,368.00",356,324
0SCC940ZSS,"28,152.00",10,10
0SCC940ZVS,"23,440.00",16,8
0SCC940ZWS,"12,464.00",38,38
0SCC940ZXS,"14,397.00",44,40
0SCC940ZZS,"10,726.00",36,24
0SFN770ZAS,"13,252.00",4,4
0SFN770ZES,"15,572.00",2,2
0SFN770ZFS,"12,123.00",15,4
0SRC760ZAS,"29,306.00",170,165
0SRC760ZBS,"21,632.00",126,63
0SRC760ZCS,"26,324.00",95,72
0SRC760ZDS,"29,008.00",9,9
0SRC760ZES,"19,307.00",18,14
0SRC760ZFS,"13,736.00",12,9
0SRC760ZGS,"12,398.00",5,5
0SRC760ZHS,"19,802.00",2,2
0SRY860ZCS,"20,814.00",32,32
0SRY860ZES,"13,088.00",12,12
0SRY900ZAS,"27,292.00",137,80
0SRY900ZBS,"27,986.00",14,1
0SRY900ZES,"17,094.00",25,10
0SRY900ZGS,"17,821.00",4,4
0SRY960ZBS,"12,113.00",124,47
0SRY960ZCS,"27,179.00",6,4
0SRY960ZES,"18,571.00",15,15
0SRY970ZAS,"25,178.00",23,19
0SRY970ZBS,"12,454.00",10,9
0SRY970ZCS,"11,441.00",75,72
0SRY970ZDS,"15,033.00",7,1
0SRY970ZES,"18,257.00",5,5
100SST900S,"15,424.00",4,4
0SST930ZAS,"27,875.00",7,7
0SST930ZCS,"19,840.00",2,2
0SST940ZAS,"26,901.00",279,192
0SST940ZCS,"10,454.00",34,26
0SST940ZDS,"21,241.00",233,218
0SST940ZES,"14,155.00",5,5
0STC900ZCS,"25,618.00",5,3
0STC940ZAS,"17,517.00",424,384
0STC940ZBS,"27,399.00",32,30
0STC940ZCS,"12,112.00",49,22
0STC940ZDS,"18,173.00",400,310
0STC940ZES,"10,657.00",71,28
0STCA00ZES,"27,354.00",27,27
0STCA20ZAS,"16,784.00",318,285
0STCA20ZDS,"27,776.00",21,21
0STCA20ZES,"28,196.00",241,205
0STCA20ZFS,"28,405.00",23,23
0STCA20ZGS,"26,111.00",34,33
0STN700ZAS,"28,030.00",22,13
0STN700ZBS,"13,991.00",2,2
0STN700ZCS,"18,241.00",315,213
0STN700ZDS,"16,125.00",3,3
0STN700ZES,"14,438.00",343,252
0STN700ZFS,"22,093.00",14,14
0STN700ZGS,"28,529.00",2,2
0STN700ZHS,"23,872.00",27,0
0STN760ZAS,"14,207.00",113,104
0STN760ZFS,"21,722.00",6,6
0STP900ZAS,"11,715.00",86,83
0STP900ZBS,"28,155.00",5,5
0STP900ZCS,"27,989.00",475,451
0STP900ZDS,"20,308.00",3,2
0STP900ZES,"21,160.00",27,27
0STP900ZFS,"22,880.00",4,3
0STP900ZGS,"24,120.00",9,8
0STP900ZHS,"18,348.00",15,13
0STP900ZJS,"11,244.00",279,239
0STP940ZBS,"15,401.00",14,13
0STP950ZES,"19,310.00",65,65
0STR780ZAS,"15,978.00",72,41
0STR900ZAS,"15,771.00",317,239
0STR900ZCS,"17,620.00",9,9
0STR900ZDS,"12,982.00",2,2
0STR900ZES,"11,699.00",1,1
0STR900ZGS,"17,592.00",50,28
0STR900ZHS,"13,885.00",1,1
0STR900ZSS,"14,157.00",10,10
0STRA20ZAS,"11,173.00",564,212
0STRA20ZDS,"27,674.00",273,214
0STRA20ZGS,"19,984.00",10,10
0SVE860ZAS,"10,463.00",200,173
0SVE860ZBS,"11,588.00",61,60
0SVE860ZCS,"23,918.00",8,8
0SVE860ZDS,"15,984.00",19,19
0SVE860ZES,"29,224.00",3,3
0SVE900ZAS,"22,141.00",74,62
0SVE900ZBS,"21,201.00",5,5
0SVE900ZCS,"24,983.00",2,2
0SVE900ZDS,"13,715.00",22,18
0SVE900ZES,"25,479.00",1,1
0SVH900ZES,"18,070.00",1,1
0SVH900ZFS,"15,368.00",1,1
0SVN900ZAS,"13,558.00",134,95
0SVN900ZBS,"27,424.00",7,7
0SVN900ZCS,"21,801.00",4,4
0SVN900ZDS,"29,011.00",116,60
0SVN900ZES,"10,615.00",66,47
0SVN900ZFS,"24,776.00",26,22
0SVN900ZGS,"27,375.00",4,4
0SVN970ZAS,"20,726.00",56,56
0SVN970ZBS,"15,988.00",10,10
0SVN970ZCS,"27,986.00",2,2
0SVN970ZDS,"16,310.00",3,0
0SVN970ZES,"24,927.00",59,50
0SVN970ZFS,"20,511.00",7,7
0SVN970ZGS,"23,881.00",21,20
100SWA700S,"26,667.00",2,1
0SWA940ZAS,"19,516.00",218,178
0SWA940ZCS,"14,695.00",152,120
0SWA940ZES,"15,771.00",3,1
0SWA940ZFS,"11,367.00",9,9
0SWH970ZES,"12,041.00",2,2
0SWH970ZFS,"10,364.00",5,5
0SWH970ZGS,"27,520.00",2,2
0SWH970ZHS,"16,681.00",10,10
100SZJ900S,"12,368.00",10,9
100P11730S,"27,283.00",350,0
100P26900S,"19,201.00",6,6
1GBG850ZAS,"26,639.00",190,190
1GBG850ZBS,"22,653.00",58,40
1GBG850ZJS,"20,527.00",2,2
1SCC730ZAS,"21,974.00",277,275
1SCC730ZBS,"11,110.00",368,337
1SCC730ZCS,"14,912.00",23,23
1SCC730ZDS,"15,552.00",2,2
1SCC730ZES,"27,329.00",3,3
1SCC730ZFS,"13,823.00",31,27
1SCC730ZGS,"14,876.00",58,22
1SCC730ZHS,"16,109.00",24,24
1SCC730ZJS,"26,756.00",6,6
1SCC730ZSS,"11,555.00",5,5
1SCC730ZMS,"24,992.00",8,8
01SCC870ZS,"16,808.00",86,74
1SWA910ZDS,"15,686.00",7,7
1SWA910ZES,"16,139.00",5,5
2GBG850ZAS,"15,361.00",30,30
2GBG850ZBS,"20,045.00",42,44
2GBG850ZJS,"14,259.00",4,4
2GBG850ZSS,"19,985.00",4,4
102SCC870S,"26,858.00",461,275
102SFN850S,"24,996.00",174,85
102SRC900S,"29,846.00",200,196
102SRY900S,"27,625.00",301,250
102SRY970S,"10,710.00",94,83
102STC900S,"16,059.00",932,576
102STN700S,"14,759.00","1,407","1,278"
102SVE860S,"22,773.00",161,153
102SVN900S,"29,388.00",328,225
102SWA910S,"10,226.00",161,47
103SRY900S,"13,821.00",750,320
103SST940S,"27,458.00",60,40
103STR940S,"15,533.00",80,80
103SVE860S,"28,202.00",25,10
104428000S,"19,148.00",60,60
104SCC940S,"22,636.00",270,200
104SST940S,"19,782.00",100,60
104STR940S,"23,878.00",120,90
105SRY900S,"17,313.00",805,315
105STC900S,"20,446.00","10,060","6,910"
110STP900S,"18,351.00",8,8
110SZN900S,"27,313.00",5,2
140SZN900S,"18,724.00",21,7
150198D00S,"12,644.00",30,0
150P11900S,"23,866.00",360,170
0SVN970ZAS,"12,842.00",13,12
0SVN970ZBS,"24,814.00",5,5
0SVN970ZES,"13,366.00",17,15
0SVN970ZFS,"10,688.00",5,5
0SVN970ZGS,"25,018.00",6,6
0AAFH60ZAS,"22,771.00",6,6
0AAFH60ZBS,"22,868.00",5,5
0AAFH60ZCS,"10,913.00",4,4
0AAFH60ZES,"27,181.00",4,4
0AAFH60ZFS,"15,337.00",4,4
0AAFH60ZGS,"25,973.00",5,5
0SCC830ZAS,"11,355.00","1,314","1,250"
0SCC830ZBS,"27,279.00",562,506
0SCC830ZCS,"26,854.00",36,36
0SCC830ZDS,"15,592.00",36,38
0SCC830ZES,"29,575.00",72,72
0SCC830ZFS,"12,630.00",8,8
0SCC830ZGS,"26,887.00",2,2
0SCC830ZHS,"22,788.00",48,48
0SCC940ZAS,"22,004.00",172,118
0SCC940ZBS,"23,334.00",42,40
0SCC940ZSS,"16,627.00",8,8
0SCC940ZXS,"15,484.00",16,16
0SCC940ZZS,"10,821.00",10,10
0SFN770ZAS,"11,673.00",19,0
0SFN770ZBS,"27,271.00",11,6
0SFN770ZFS,"27,482.00",5,1
0SFN770ZGS,"27,706.00",10,10
0SFN850ZAS,"15,684.00",13,13
0SFN850ZBS,"20,386.00",17,12
0SFN850ZCS,"24,062.00",9,4
0SFN850ZES,"21,547.00",10,10
0SFN850ZFS,"27,165.00",2,2
0SRC760ZAS,"11,386.00",68,67
0SRC760ZBS,"24,200.00",28,28
0SRC760ZCS,"15,759.00",20,19
0SRC760ZDS,"10,578.00",3,3
0SRC760ZES,"15,128.00",20,15
0SRC760ZFS,"14,699.00",15,15
0SRC760ZGS,"12,481.00",2,2
0STC940ZAS,"17,626.00",111,109
0STC940ZBS,"18,212.00",71,68
0STC940ZCS,"20,362.00",20,8
0STC940ZDS,"24,172.00",207,87
0STC940ZFS,"17,758.00",73,66
0STCA00ZAS,"24,961.00",570,554
0STCA00ZBS,"11,229.00",489,461
0STCA00ZCS,"29,629.00",91,47
0STCA00ZDS,"29,585.00",890,859
0STCA00ZES,"26,309.00",124,117
0STCA00ZFS,"19,502.00",181,139
0STCA20ZAS,"26,234.00",354,332
0STCA20ZBS,"17,697.00",269,249
0STCA20ZCS,"16,489.00",253,236
0STCA20ZDS,"16,079.00",77,75
0STCA20ZES,"29,493.00",596,491
0STCA20ZFS,"22,237.00",60,41
0STCA20ZGS,"25,538.00",112,83
0STR780ZAS,"11,491.00",142,88
0STR780ZBS,"14,393.00",59,56
0STR780ZCS,"27,515.00",88,79
0STR780ZDS,"25,770.00",161,153
0STR780ZES,"24,465.00",6,6
0STR840ZAS,"22,325.00",97,95
0STR840ZBS,"12,447.00",87,79
0STR840ZCS,"21,805.00",126,85
0STR840ZDS,"20,762.00",175,174
0STR840ZES,"25,720.00",11,7
0STR840ZFS,"29,585.00",37,2
0STR900ZAS,"13,650.00",25,3
0STR900ZBS,"11,693.00",8,5
0STR900ZCS,"11,433.00",3,3
0STR900ZDS,"12,044.00",6,6
0STR900ZES,"25,025.00",3,3
0STR900ZFS,"23,611.00",3,3
0STR900ZGS,"20,436.00",25,2
0STR900ZHS,"14,495.00",1,1
0STR900ZJS,"14,236.00",2,0
0STR900ZSS,"26,252.00",8,4
0STR940ZBS,"29,683.00",6,0
0STRA00ZAS,"26,074.00",166,96
0STRA00ZBS,"25,345.00",79,12
0STRA00ZCS,"21,780.00",43,43
0STRA00ZDS,"13,298.00",200,123
0STRA00ZES,"18,939.00",22,22
0STRA00ZFS,"15,649.00",44,28
0STRA20ZAS,"23,196.00",704,210
0STRA20ZBS,"23,558.00",318,253
0STRA20ZCS,"16,002.00",304,189
0STRA20ZDS,"20,568.00",700,494
0STRA20ZES,"13,109.00",168,111
0STRA20ZGS,"16,848.00",15,14
0STRA70ZCS,"15,244.00",5,0
0SVE930ZAS,"11,080.00","1,193",696
0SVE930ZCS,"20,840.00",346,340
0SVE930ZES,"22,158.00",19,7
0SVH760ZAS,"20,454.00",35,30
0SVH760ZBS,"11,313.00",24,10
0SVH760ZCS,"27,591.00",23,13
0SVH760ZES,"22,789.00",4,4
0SVH760ZFS,"22,189.00",9,9
0SVH760ZGS,"23,280.00",83,72
0SVH900ZAS,"22,771.00",4,4
0SVH900ZBS,"26,573.00",2,0
0SVH900ZCS,"19,264.00",2,2
0SVH900ZGS,"24,117.00",6,6
0SVH950ZAS,"11,768.00",18,7
0SVH950ZBS,"10,139.00",10,7
0SVH950ZCS,"10,705.00",19,17
0SVH950ZGS,"29,281.00",28,23
0SVN970ZAS,"20,386.00",16,14
0SVN970ZBS,"21,299.00",2,2
0SVN970ZDS,"23,601.00",2,2
0SVN970ZES,"10,108.00",34,33
0SVN970ZFS,"26,455.00",2,2
0SVN970ZGS,"10,476.00",5,5
0SZJ900ZAS,"24,554.00",4,4
0SZJ900ZBS,"29,817.00",3,3
0SZJ900ZCS,"10,902.00",3,2
0SZJ900ZDS,"10,449.00",11,11
301198770S,"28,356.00",330,150
301198910S,"25,819.00",790,520
1SRY860ZCS,"17,048.00",11,11
1SRY900ZAS,"14,509.00",199,60
1SRY900ZBS,"15,334.00",8,7
1SRY900ZDS,"27,490.00",2,2
1SRY900ZES,"12,259.00",6,6
1SRY900ZGS,"24,212.00",2,2
1SRY960ZBS,"27,916.00",28,28
1SRY960ZCS,"14,575.00",1,1
1SRY960ZES,"17,141.00",5,4
1STC900ZCS,"26,667.00",8,7
1STC900ZES,"19,760.00",4,1
1STC900ZFS,"18,655.00",7,7
1STN700ZAS,"20,531.00",4,4
1STN700ZCS,"29,025.00",32,30
1STN700ZDS,"26,975.00",1,1
1STN700ZES,"13,829.00",29,29
1STN700ZFS,"12,240.00",2,2
1STN700ZGS,"22,718.00",1,1
1SVE860ZAS,"11,262.00",352,286
1SVE860ZBS,"10,877.00",139,127
1SVE860ZCS,"26,553.00",7,5
1SVE860ZDS,"27,218.00",86,86
1SVE860ZES,"12,456.00",2,2
1SVE900ZAS,"29,485.00",444,304
1SVE900ZBS,"12,359.00",16,15
1SVE900ZCS,"14,084.00",18,12
1SVE900ZDS,"28,295.00",207,188
1SVE900ZES,"17,889.00",23,4
302STN700S,"27,124.00",100,100
302SWA830S,"22,215.00",42,14
302SWA940S,"11,437.00",19,0
303SWA830S,"27,209.00",61,21
303SWA940S,"13,245.00",32,0
304SRY900S,"25,912.00",445,215
304SWA940S,"21,203.00",8,0
305SFN850S,"12,687.00",48,27
305STN700S,"17,622.00",430,285
305SWA940S,"24,446.00",12,5
305SZJ900S,"23,981.00",12,8
309SVE860S,"28,412.00",8,8
30A198D00S,"29,353.00",336,336
30ASRC900S,"28,280.00",62,54
30ASST940S,"23,890.00",542,262
30ASTN700S,"19,816.00",7,7
0STN760ZAS,"11,769.00",177,106
0STN760ZBS,"10,942.00",40,26
0STN760ZCS,"14,796.00",40,37
0STN760ZDS,"22,447.00",9,9
0STN760ZES,"26,657.00",121,102
0STN760ZFS,"16,043.00",2,2
0STN950ZAS,"25,438.00",18,18
0STN950ZBS,"17,724.00",14,14
0STN950ZCS,"24,767.00",2,0
0STN950ZDS,"12,446.00",1,1
0STN950ZFS,"17,937.00",64,64
311SCC740S,"17,785.00",289,289
311SCC840S,"22,585.00",478,449
311SCC870S,"28,215.00",133,127
311SCC900S,"22,464.00",22,22
311SST930S,"15,273.00",6,1
311SST950S,"12,395.00",157,107
311STC900S,"13,042.00",786,601
311STCA20S,"13,862.00",604,454
311STN720S,"17,131.00",6,6
311STR900S,"22,841.00",520,455
311STR940S,"20,485.00",460,397
311STRA00S,"17,976.00",293,165
311STRA20S,"29,576.00",501,456
311SVH900S,"13,415.00",138,103
311SWA830S,"17,451.00",370,281
311SWA940S,"18,553.00",113,104
311SWH970S,"18,742.00",100,73
311SZJ900S,"23,749.00",1,1
312149300S,"19,172.00","10,000","9,660"
312SCC900S,"22,378.00",35,20
312SCT690S,"11,815.00",855,785
312SFN950S,"20,650.00",26,26
312SRC760S,"24,617.00",134,91
312SST950S,"24,982.00",60,20
312STC900S,"22,191.00",337,232
312STR900S,"20,670.00",258,174
312SZJ900S,"14,251.00",3,3
313SCC900S,"14,108.00",440,220
314SCC900S,"28,221.00",340,180
314SRC900S,"22,297.00",1,1
314STC900S,"19,077.00",19,19
315STN700S,"20,891.00",62,9
315SVH900S,"16,163.00",19,10
320SFN850S,"23,711.00",57,10
330SFN850S,"27,862.00",48,38
330STN700S,"12,777.00",40,0
330SVE860S,"20,487.00",14,13
330SVE900S,"16,487.00",11,10
330SVE930S,"11,764.00",244,212
330SVN900S,"24,756.00",18,16
335SVE930S,"19,390.00",576,537
340SFN850S,"17,632.00",61,5
340STN700S,"11,803.00",45,5
340SVE860S,"19,332.00",13,13
340SVE900S,"21,457.00",50,47
340SVE930S,"24,651.00",75,63
340SVN900S,"20,103.00",13,13
5STR780ZAS,"21,649.00",35,35
5STR780ZBS,"11,385.00",65,7
5STR780ZCS,"22,793.00",5,5
345STR840S,"18,723.00",250,17
345STR900S,"21,129.00",11,11
345SVE930S,"24,827.00",368,351
346STR840S,"10,822.00",568,352
5STR780ZAS,"22,570.00",41,41
5STR780ZBS,"12,469.00",25,25
5STR780ZCS,"22,924.00",3,3
355STR840S,"19,817.00",307,288
355STR900S,"24,978.00",7,7
356STR840S,"14,290.00",629,394
0STR840ZAS,"22,502.00",175,96
0STR840ZDS,"29,294.00",138,0
0STR840ZES,"10,537.00",5,5
0STRA00ZAS,"25,488.00",118,75
0STRA00ZDS,"23,675.00",82,50
0STRA00ZES,"22,798.00",14,10
403SVH900S,"16,640.00",11,8
404SVH900S,"27,287.00",2,2
414SVH900S,"26,009.00",3,2
421SVH900S,"25,231.00",33,0
1SVH950ZAS,"25,995.00",51,36
1SVH950ZES,"12,315.00",9,8
1SVH950ZFS,"18,239.00",4,3
1SVH950ZGS,"25,798.00",28,22
63AACAE1HH,"17,222.00",20,0
63AADAE1HH,"24,285.00",25,0
63AAEAE1HH,"23,903.00",10,0
63AAFAE1HH,"22,570.00",15,0
63AAGAE1HH,"21,778.00",101,0
63AANAE1HH,"12,348.00",101,0
63S06AE1HH,"21,633.00",11,0
100SFN850S,"22,203.00",222,190
100SRY860S,"19,286.00",31,0
0SRY900ZAS,"17,750.00",82,75
0SRY900ZBS,"13,445.00",20,0
100SRY960S,"10,768.00",216,209
100SRY970S,"15,103.00",125,54
100STC900S,"25,625.00",470,403
100STC940S,"20,891.00",53,48
100STCA00S,"17,953.00",697,648
100STCA20S,"29,189.00","1,136",548
100STN700S,"16,545.00",554,477
100STR740S,"18,710.00",28,11
100STR780S,"18,492.00",394,254
100STR900S,"23,283.00",238,225
100STR940S,"24,501.00",93,57
100SVE860S,"14,399.00",385,351
100SVE900S,"22,917.00",210,205
0SVE930ZAS,"17,840.00",340,293
0SVE930ZCS,"25,720.00",103,25
0SVE930ZES,"24,604.00",11,0
100SVN900S,"28,309.00",225,178
100SVN950S,"14,626.00",86,84
100SVN970S,"13,351.00",294,151
108SRC760S,"29,710.00",13,13
108STC940S,"15,123.00",30,0
108STN700S,"28,166.00",7,7
10AAAGH20S,"15,199.00",2,0
10ASTR840S,"14,854.00",36,36
10ASTR860S,"12,211.00",257,252
10ASTRA20S,"16,278.00","1,523","1,110"
10ASVE930S,"12,415.00","1,022",744
10ASWA830S,"23,465.00","1,099",753
10ASWA940S,"14,100.00",93,87
0SRY970ZAS,"22,505.00",39,37
0SRY970ZBS,"16,209.00",20,4
0SRY970ZCS,"12,748.00",51,49
0SRY970ZDS,"11,999.00",5,5
0SRY970ZES,"15,572.00",7,7
0STP930ZAS,"21,855.00",13,13
0STP930ZBS,"22,877.00",3,3
0STP930ZCS,"12,506.00",157,133
0STP930ZES,"28,953.00",18,16
0STP930ZFS,"22,406.00",7,2
0STP930ZGS,"17,124.00",9,4
0STP930ZHS,"15,891.00",11,8
0STP930ZJS,"19,711.00",119,86
0STP930ZSS,"12,984.00",26,12
0STP940ZAS,"29,311.00",15,10
0STP940ZBS,"22,085.00",21,21
0STP940ZCS,"21,758.00",81,71
0STP940ZES,"26,051.00",10,9
0STP940ZFS,"12,912.00",4,2
0STP940ZGS,"25,854.00",6,5
0STP940ZHS,"16,040.00",8,6
0STP940ZJS,"10,954.00",74,67
0STP950ZAS,"25,769.00",63,57
0STP950ZBS,"25,533.00",54,49
0STP950ZCS,"22,441.00",132,45
0STP950ZDS,"13,175.00",17,11
0STP950ZES,"13,318.00",44,11
0STP950ZFS,"20,319.00",6,3
0STP950ZGS,"24,288.00",6,6
0STP950ZHS,"15,788.00",18,9
0STP950ZJS,"26,612.00",4,3
200STP960S,"29,335.00",23,9
0STR740ZAS,"10,250.00",2,2
0STR780ZAS,"17,751.00",15,13
0STR780ZBS,"19,367.00",1,0
0STR780ZCS,"26,248.00",8,7
0STR780ZDS,"24,992.00",13,7
0STR840ZDS,"18,280.00",3,3
0STR860ZAS,"21,682.00",5,2
0STR860ZBS,"24,708.00",4,3
0STR860ZCS,"14,615.00",6,6
0STR860ZDS,"19,686.00",14,13
0STRA00ZAS,"21,358.00",15,11
0STRA00ZBS,"29,194.00",6,3
0STRA00ZCS,"15,130.00",2,2
0STRA00ZDS,"14,344.00",12,12
0STRA00ZES,"19,245.00",4,4
0STRA00ZFS,"21,344.00",3,3
0STRA20ZAS,"13,679.00",51,46
0STRA20ZBS,"12,760.00",26,26
0STRA20ZCS,"29,237.00",20,19
0STRA20ZDS,"24,427.00",45,42
0STRA20ZES,"16,143.00",12,9
0STRA40ZAS,"11,571.00",9,8
0STRA40ZBS,"17,561.00",5,4
0STRA40ZGS,"26,828.00",8,4
0STRA70ZCS,"25,432.00",3,3
1SRY860ZAS,"18,920.00",43,33
1SRY860ZBS,"13,615.00",20,19
1SRY860ZCS,"14,562.00",24,22
1SRY860ZDS,"16,092.00",5,5
1SRY860ZES,"29,211.00",8,6
1SRY900ZDS,"29,968.00",2,0
1SRY930ZAS,"28,694.00",22,6
1SRY930ZBS,"12,668.00",12,10
1SRY930ZES,"25,091.00",2,2
1SRY930ZGS,"16,473.00",13,7
1SRY960ZAS,"24,497.00",140,132
1SRY960ZBS,"29,407.00",113,42
1SRY960ZCS,"14,711.00",10,10
1SRY960ZDS,"17,875.00",32,2
1SRY960ZES,"27,328.00",12,12
1SRY960ZFS,"29,356.00",7,7
2SRY860ZAS,"11,837.00",36,34
2SRY860ZBS,"13,175.00",17,16
2SRY860ZCS,"26,307.00",41,35
2SRY860ZDS,"26,353.00",1,1
2SRY860ZES,"22,625.00",7,7
2SRY900ZGS,"25,475.00",2,0
2SRY930ZAS,"19,260.00",7,6
2SRY930ZBS,"29,984.00",17,14
2SRY930ZGS,"27,500.00",2,1
2SRY960ZAS,"16,349.00",125,98
2SRY960ZBS,"19,005.00",78,45
2SRY960ZCS,"21,486.00",10,6
2SRY960ZDS,"22,037.00",30,16
2SRY960ZES,"15,536.00",11,10
2SRY960ZFS,"27,192.00",2,0
3SRY970ZAS,"14,257.00",7,6
3SRY970ZBS,"10,713.00",12,12
3SRY970ZCS,"13,903.00",23,23
3SRY970ZES,"19,541.00",3,2
4SVN900ZAS,"28,591.00",134,130
4SVN900ZBS,"24,184.00",3,1
4SVN900ZDS,"22,095.00",105,96
4SVN900ZES,"19,772.00",72,60
4SVN900ZFS,"19,278.00",50,46
4SVN900ZGS,"15,062.00",15,11
4SVN970ZDS,"16,543.00",7,7
5SVN900ZAS,"27,805.00",138,96
5SVN900ZBS,"21,513.00",4,2
5SVN900ZCS,"16,276.00",2,2
5SVN900ZDS,"28,061.00",25,21
5SVN900ZES,"29,334.00",26,22
5SVN900ZFS,"28,507.00",97,10
5SVN900ZGS,"15,865.00",18,12
5SVN970ZDS,"28,016.00",6,6
5SVN970ZFS,"11,843.00",2,1
6SRY970ZAS,"10,538.00",5,4
6SRY970ZBS,"13,077.00",9,9
6SRY970ZCS,"15,283.00",9,7
6SRY970ZES,"15,844.00",1,0
06SVN900RS,"16,666.00",153,149
206SVN970S,"23,119.00",85,85
7SRY970ZAS,"18,286.00",3,3
7SRY970ZBS,"16,801.00",8,8
7SRY970ZCS,"27,040.00",9,5
211SRY900S,"12,824.00",33,31
211SRY970S,"12,220.00",4,4
1STP930ZAS,"26,360.00",1,1
212SRY900S,"20,067.00",55,27
212SRY970S,"28,176.00",4,4
213SRY900S,"26,421.00",39,24
213SRY970S,"24,510.00",1,1
214SRY970S,"13,296.00",40,40
215SRY970S,"20,708.00",40,40
220STR900S,"11,965.00",7,0
0SRY970ZAS,"18,093.00",32,27
0SRY970ZBS,"11,968.00",13,6
0SRY970ZCS,"21,783.00",38,35
0SRY970ZDS,"11,295.00",2,2
0SRY970ZES,"15,928.00",5,3
0SRY980ZDS,"19,588.00",2,2
0SFV760ZAS,"20,085.00",45,44
0SFV760ZBS,"26,586.00",43,31
0SFV760ZJS,"26,827.00",2,1
0SFV760ZSS,"22,833.00",1,1
300SRY960S,"18,032.00",236,100
0SRY970ZAS,"15,655.00",16,14
0SRY970ZBS,"26,248.00",11,3
0SRY970ZCS,"12,499.00",33,31
0SRY970ZDS,"19,927.00",4,4
0SRY970ZES,"11,070.00",1,0
0STP900ZAS,"25,687.00",9,7
0STP900ZBS,"17,554.00",1,1
0STP900ZCS,"22,014.00",34,26
0STP900ZES,"10,702.00",8,5
0STP900ZGS,"12,728.00",4,1
0STP900ZHS,"24,698.00",5,3
0STP900ZJS,"27,709.00",21,17
0STR780ZAS,"27,759.00",26,0
0STR780ZBS,"14,612.00",2,2
0STR780ZCS,"18,316.00",1,0
0STR780ZDS,"15,171.00",6,6
0STR840ZDS,"23,420.00",1,1
0STR860ZAS,"16,417.00",3,1
0STR860ZBS,"25,153.00",3,3
0STR860ZCS,"22,919.00",2,2
0STR860ZDS,"29,211.00",10,5
0STRA00ZAS,"12,504.00",4,3
0STRA00ZBS,"11,753.00",2,2
0STRA00ZCS,"22,257.00",2,2
0STRA00ZDS,"26,270.00",5,5
0STRA20ZAS,"24,300.00",40,36
0STRA20ZBS,"11,036.00",14,9
0STRA20ZCS,"15,018.00",17,14
0STRA20ZDS,"17,254.00",32,21
0STRA20ZES,"16,905.00",6,6
0STRA40ZAS,"11,179.00",8,7
0STRA40ZBS,"24,023.00",3,2
0STRA70ZCS,"26,755.00",2,2
0SVE860ZAS,"25,730.00",8,6
0SVE860ZBS,"22,928.00",19,14
0SVE860ZDS,"12,673.00",11,11
301SRY860S,"13,661.00",8,7
301SRY900S,"24,102.00",183,160
301SRY970S,"14,703.00",65,1
1SZN900ZAS,"24,002.00",8,6
1SZN900ZBS,"28,568.00",4,4
1SZN900ZCS,"15,312.00",11,5
1SZN900ZDS,"19,093.00",1,1
1SZN900ZES,"19,175.00",6,6
1SZN900ZFS,"17,449.00",1,1
302SRY900S,"25,946.00",114,88
302SRY970S,"15,252.00",137,2
303SRY900S,"23,152.00",77,51
303SRY970S,"20,681.00",16,8
303STP900S,"21,558.00",25,20
303SZN900S,"24,469.00",2,2
304SRY900S,"20,977.00",198,191
304SRY970S,"28,649.00",38,38
4SZN900ZAS,"12,717.00",6,4
4SZN900ZBS,"26,436.00",3,3
4SZN900ZCS,"28,780.00",10,5
4SZN900ZDS,"15,451.00",1,1
4SZN900ZES,"18,319.00",4,4
4SZN900ZFS,"15,441.00",2,2
305SRY970S,"16,269.00",47,28
5STP900ZAS,"27,810.00",11,3
5STP900ZCS,"13,710.00",90,53
5STP900ZDS,"13,199.00",2,1
5STP900ZES,"21,340.00",8,5
5STP900ZGS,"13,465.00",4,3
5STP900ZHS,"22,873.00",9,9
5STP900ZJS,"21,605.00",75,63
5STP950ZES,"18,459.00",10,8
5SZN900ZAS,"22,079.00",6,4
5SZN900ZBS,"20,502.00",6,6
5SZN900ZCS,"24,102.00",9,4
5SZN900ZDS,"21,510.00",1,1
5SZN900ZES,"12,731.00",5,5
5SZN900ZFS,"11,750.00",2,2
306SRY970S,"27,160.00",15,4
307SRY970S,"16,136.00",56,4
10198D20AS,"22,250.00",374,111
310STP900S,"16,314.00",47,39
310SZN900S,"16,654.00",4,0
311198D20S,"23,240.00",1,1
311SCC870S,"14,953.00",67,27
311SCC900S,"20,730.00",25,18
311SRY960S,"24,711.00",72,66
311SST950S,"15,631.00",5,5
311STR900S,"14,809.00",21,2
311STRA20S,"15,448.00",31,29
311SVE861S,"26,350.00",12,0
312STN700S,"16,727.00",138,88
312SVE860S,"23,701.00",245,229
312SVE900S,"15,551.00",694,632
